ResolutionApprovalPolicy,name,nvarchar,-1
ResolutionApprovalPolicy,rejectionBehavior,nvarchar,50
ResolutionApprovalPolicy,sortOrder,int,0
ResolutionApprovalPolicy,updatedAt,datetime2,0
SLAPolicy,categoryName,nvarchar,-1
SLAPolicy,companyId,nvarchar,450
SLAPolicy,companyName,nvarchar,-1
SLAPolicy,createdAt,datetime2,0
SLAPolicy,description,nvarchar,-1
SLAPolicy,id,nvarchar,450
SLAPolicy,isActive,bit,0
SLAPolicy,productGroup,nvarchar,200
SLAPolicy,requestType,nvarchar,50
SLAPolicy,resolutionHours,int,0
SLAPolicy,responseHours,int,0
SLAPolicy,subCategoryName,nvarchar,-1
SLAPolicy,updatedAt,datetime2,0
Team,companyId,nvarchar,450
Team,createdAt,datetime2,0
Team,defaultSupportLevel,nvarchar,50
Team,description,nvarchar,-1
Team,id,nvarchar,450
Team,isActive,bit,0
Team,name,nvarchar,-1
Team,updatedAt,datetime2,0
ThirdParty,createdAt,datetime2,0
ThirdParty,description,nvarchar,-1
ThirdParty,id,nvarchar,450
ThirdParty,isActive,bit,0
ThirdParty,name,nvarchar,200
ThirdParty,updatedAt,datetime2,0
User,createdAt,datetime2,0
User,email,nvarchar,255
User,fullName,nvarchar,-1
User,id,nvarchar,450
User,isActive,bit,0
User,personId,nvarchar,450
User,role,nvarchar,50
User,updatedAt,datetime2,0
UserCompany,companyId,nvarchar,450
UserCompany,createdAt,datetime2,0
UserCompany,id,nvarchar,450
UserCompany,isActive,bit,0
UserCompany,role,nvarchar,50
UserCompany,userId,nvarchar,450
